lotid,waferscribe,stepname,parameter_name,sample_date,ext_mv
3782343.023,CU4KY369SEG4,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-10-05 20:11:15,333.20224999999999226929503493010997772216796875
3942413.003,DB5HL028SEB5,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-07-21 06:13:30,100
3906283.003,CZ5AP254SED0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-05-16 22:46:51,100
3832863.003,CX7EQ197SEG0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-04 20:21:27,335.56183333333302698520128615200519561767578125
3902053.003,CZ5JK004SEA0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-05-07 16:09:15,100
3823593.003,KC9YU302WFF2,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-12-16 09:38:46,334.99408333333298060097149573266506195068359375
3946463.003,DC1HQ030SED5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-07-27 04:11:05,100
3875673.003,CY1FX160SEB5,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-03-22 08:04:16,100
3784863.013,CU4SZ332SEC3,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2018-10-04 13:52:22,2
3811703.003,KCGHD055WFE5,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-11-23 18:31:16,334.53924999999998135535861365497112274169921875
3942413.003,DB5HL028SEB5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-07-21 06:13:30,100
3927743.003,DF9FR225SEG5,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-06-22 16:23:06,337.78066666666700257337652146816253662109375
3853463.003,WBDZP057ESC0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-02-07 10:14:29,336.18666666666700848509208299219608306884765625
3870923.003,CY1FX038SEA7,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-03-13 00:18:57,337.220333333332973779761232435703277587890625
3840523.003,POOYO066MXC4,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-16 17:39:55,334.108666666666977107524871826171875
3803323.0M3,KCHLT153WFA3,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-02-08 20:07:29,100
3867833.003,CY1AZ083SEC5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-03-08 14:35:46,2
3951213.003,DC1SQ264SEG3,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-08-02 11:06:26,335.4374166666669907499453984200954437255859375
3922863.003,DF8GZ129SEG4,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-06-13 19:18:59,100
3875673.003,CY1FX157SEE6,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-03-22 08:04:16,337.03916666666697210530401207506656646728515625
3832833.003,CX7EQ139SEC2,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-01-02 05:57:08,2
3782343.063,CU4KY368SEC2,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2018-10-08 05:00:04,100
3824243.013,KC9YW080WFG5,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2018-12-17 17:03:18,100
3817703.003,CX7QZ031SEB1,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-12-06 10:11:34,333.3107499999999845385900698602199554443359375
3875663.003,CY1FX078SEE1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-03-22 05:11:14,100
3858533.003,CX8GQ059SEF2,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-02-16 13:11:39,100
3805103.003,CU4SZ197SEA6,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2018-11-09 18:05:48,335.7417500000000245563569478690624237060546875
3845053.003,KC9YW288WFC0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-26 14:17:26,333.88749999999998863131622783839702606201171875
3848623.003,WBDZN052ESC1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-01-30 10:44:52,100
3951203.003,DC1SQ082SEB2,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-08-02 13:22:09,100
3970563.003,DJ2TU004SEE0,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-09-06 22:59:43,336.54041666666699939014506526291370391845703125
3875133.003,CY1FX371SEB2,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-03-22 16:31:39,100
3817663.003,CX7QZ053SED7,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2018-12-06 02:32:02,2
3878943.003,CS1UT005SEB7,1220-22 STI INTEGRATED DRY STRIP SCATTER,POINTS_VALID_S1_JPCT,2019-03-30 18:17:44,100
3942403.003,DA8LR043SEB5,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-07-21 20:04:14,336.370083333333013797528110444545745849609375
3841123.003,POOTS057MXD4,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-18 20:47:50,334.1708333333330074310651980340480804443359375
3946453.003,DC1HQ202SEE2,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-07-27 06:33:40,2
3858553.003,CX8GQ111SEE0,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-02-17 03:33:35,100
3836403.003,CX5XL304SEC3,1220-22 STI INTEGRATED DRY STRIP SCATTER,DEPTH_TOTAL_TRENCH_BOX01,2019-01-10 19:51:17,334.82183333333301789025426842272281646728515625
3874343.003,CY1FX151SEB3,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JPCT,2019-03-22 19:06:33,100
3797193.003,CV6BG094SEB1,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2018-10-25 16:03:36,2
3867853.003,CY1AZ075SEG5,1220-22 STI INTEGRATED DRY STRIP SCATTER,WAFERS_MEASURED_JCNT,2019-03-07 13:36:22,2
